title,budget,revenue,roi
Walk Hard: The Dewey Cox Story,35000000,18317151,0.52
Brokedown Palace,25000000,13000000,0.52
Ready to Rumble,24000000,12372410,0.52
Code Name: The Cleaner,20000000,10337477,0.52
Alone in the Dark,20000000,10442808,0.52
Quills,13500000,7060876,0.52
The House of Mirth,10000000,5164404,0.52
Bright Star,8500000,4440055,0.52
Everything Must Go,5000000,2614773,0.52
Winter's Tale,60000000,30800231,0.51
Mortdecai,60000000,30418560,0.51
Alex & Emma,30000000,15368897,0.51
Anonymous,30000000,15395087,0.51
Damnation Alley,17000000,8720000,0.51
Thunderbirds,57000000,28283637,0.5
Free State of Jones,50000000,25035950,0.5
Sabotage,35000000,17508518,0.5
The Cave,30000000,15007991,0.5
Ghosts of Mars,28000000,14010832,0.5
Battlefield Earth,44000000,21400000,0.49
Titan A.E.,75000000,36754634,0.49
The Legend of Bagger Vance,80000000,39459427,0.49
Punisher: War Zone,20500000,10089373,0.49
Extraordinary Measures,31000000,15134293,0.49
The Assassination of Jesse James by the Coward Robert Ford,30000000,14711793,0.49
RoboCop 3,22000000,10696210,0.49
Shattered Glass,6000000,2944752,0.49
Wonderland,5000000,2466444,0.49
Kill the Messenger,5000000,2450846,0.49
Vượt Sóng,1300000,639000,0.49
Burn,225000,111300,0.49
I Spy,70000000,33561137,0.48
Duplex,40000000,19322135,0.48
Femme Fatale,35000000,16838910,0.48
Winnie the Pooh,30000000,14460000,0.48
Suspect Zero,27000000,13000000,0.48
Moonlight Mile,21000000,10011050,0.48
PCU,9000000,4350774,0.48
The Wackness,6000000,2899975,0.48
R.I.P.D.,130000000,61648500,0.47
Flight of the Phoenix,45000000,21009180,0.47
FearDotCom,40000000,18902015,0.47
Criminal,31500000,14708696,0.47
Welcome to Mooseport,30000000,14000000,0.47
The Hoax,25000000,11772461,0.47
The End of the Affair,23000000,10827816,0.47
The Ballad of Jack and Rose,1500000,712294,0.47
The Adventures of Rocky & Bullwinkle,76000000,35134820,0.46
Hart's War,70000000,32287044,0.46
Domino,50000000,22944502,0.46
Extreme Measures,38000000,17380126,0.46
Heist,8900000,4100000,0.46
For Your Consideration,12000000,5542025,0.46
Slackers,14000000,6413915,0.46
The Lost City,9600000,4386236,0.46
Blue Car,1000000,464000,0.46
The Cotton Club,58000000,25928721,0.45
Showgirls,45000000,20350754,0.45
Hoodwinked Too! Hood VS. Evil,30000000,13521829,0.45
Return to Oz,25000000,11137801,0.45
Stop-Loss,25000000,11207130,0.45
The Ice Storm,18000000,8038061,0.45
The Work and the Glory,7500000,3347647,0.45
Mystery Men,68000000,29762011,0.44
Sinbad: Legend of the Seven Seas,60000000,26288320,0.44
Event Horizon,60000000,26673242,0.44
Super Mario Bros.,48000000,20915465,0.44
The Fountain,35000000,15304890,0.44
Big Trouble in Little China,25000000,11000000,0.44
Metallica: Through the Never,18000000,7972967,0.44
"Jeff, Who Lives at Home",10000000,4417580,0.44
Jagal,1000000,444575,0.44
Flushed Away,149000000,64459316,0.43
Thirteen Days,80000000,34566746,0.43
Le Hussard sur le toit,35000000,15000000,0.43
Wicker Park,30000000,13001257,0.43
Abandon,25000000,10719357,0.43
Stone,22000000,9479718,0.43
American Dreamz,17000000,7314027,0.43
Boat Trip,20000000,8586376,0.43
Post Grad,15000000,6405245,0.43
Wild Target,8000000,3453043,0.43
Les Invasions barbares,8000000,3432342,0.43
Red Planet,80000000,33463969,0.42
The Adventures of Ford Fairlane,49000000,20423389,0.42
Micmacs à tire-larigot,33000000,14000000,0.42
Life or Something Like It,40000000,16872671,0.42
The Bad Lieutenant: Port of Call - New Orleans,25000000,10589102,0.42
Higher Ground,2000000,841733,0.42
The Quiet,900000,381420,0.42
How Do You Know,120000000,48668907,0.41
Unfinished Business,35000000,14431253,0.41
Straw Dogs,25000000,10324441,0.41
Chéri,23000000,9366227,0.41
From Justin to Kelly,12000000,4922166,0.41
Girl 6,12000000,4939939,0.41
Invaders from Mars,12000000,4884663,0.41
The Visual Bible: The Gospel of John,10000000,4069090,0.41
Wyatt Earp,63000000,25052000,0.4
Mrs. Winterbourne,25000000,10070000,0.4
Nine 1/2 Weeks,17000000,6735922,0.4
Black Nativity,17500000,7018189,0.4
Transsiberian,15000000,5926410,0.4
Under the Skin,13300000,5380251,0.4
Excessive Force,3000000,1200000,0.4
Zero Effect,5000000,1980338,0.4
The 13th Warrior,160000000,61698899,0.39
The Out-of-Towners,75000000,29000000,0.39
American Outlaws,35000000,13678913,0.39
Red Sonja,17900000,6948633,0.39
Australia,130000000,49554002,0.38
The Last Legion,67000000,25303038,0.38
The Last Castle,72000000,27642707,0.38
The Phantom,45000000,17300889,0.38
Hackers,20000000,7563728,0.38
Grindhouse,67000000,25037897,0.37
By the Sea,10000000,3727746,0.37
Highlander,16000000,5900000,0.37
The Immigrant,16000000,5867686,0.37
"Paris, je t'aime",13000000,4857367,0.37
Killer Joe,10000000,3665069,0.37
The East,6500000,2401510,0.37
Memoirs of an Invisible Man,40000000,14358033,0.36
Zoom,35000000,12506188,0.36
Shark Night,28000000,10126458,0.36
Take Me Home Tonight,19000000,6928068,0.36
Gossip,14000000,5108820,0.36
Videodrome,5952000,2120439,0.36
The Lone Ranger,255000000,89289910,0.35
K-19: The Widowmaker,100000000,35168966,0.35
Gattaca,36000000,12532777,0.35
Broken City,56000000,19701164,0.35
On the Road,25000000,8784318,0.35
Play It to the Bone,24000000,8434146,0.35
An American Carol,20000000,7000000,0.35
Midnight Special,18000000,6212282,0.35
The Young Messiah,18500000,6490401,0.35
The In Crowd,15000000,5217498,0.35
Mallrats,6000000,2122561,0.35
The Fan,55000000,18626419,0.34
The Gunman,40000000,13644292,0.34
The Bounty,25000000,8613462,0.34
Novocaine,6000000,2025238,0.34
Kill List,500000,171760,0.34
The Iron Giant,70000000,23159305,0.33
Baby's Day Out,50000000,16671505,0.33
The Order,35000000,11560806,0.33
Ed Wood,18000000,5887457,0.33
Solitary Man,15000000,5024782,0.33
Very Bad Things,30000000,9898412,0.33
Gracie,9000000,2955039,0.33
Inside Deep Throat,2000000,653621,0.33
City of Ember,55000000,17869048,0.32
"Mystery, Alaska",28000000,8888143,0.32
Harley Davidson and the Marlboro Man,23000000,7434726,0.32
Little Boy,20000000,6420319,0.32
The Limey,10000000,3193102,0.32
Down Terrace,31192,10000,0.32
Nixon,44000000,13681765,0.31
Get Carter,63600000,19412993,0.31
Whiteout,40000000,12206028,0.31
The Fifth Estate,28000000,8555008,0.31
The Perfect Game,12500000,3878993,0.31
The Work and the Glory II: American Zion,6500000,2025032,0.31
Sherrybaby,2000000,622806,0.31
3000 Miles to Graceland,62000000,18720175,0.3
Flyboys,60000000,17800000,0.3
Rock Star,57000000,16991902,0.3
Bandidas,35000000,10496317,0.3
A Simple Wish,28000000,8345056,0.3
The Devil's Double,19100000,5728213,0.3
The Runaways,10000000,2995811,0.3
May,500000,150277,0.3
The Young and Prodigious T.S. Spivet,33000000,9494789,0.29
Auto Focus,7000000,2062066,0.29
I Spit on Your Grave,2000000,572809,0.29
Ballistic: Ecks vs. Sever,70000000,19924033,0.28
Hard Rain,70000000,19870567,0.28
The Interview,44000000,12342632,0.28
Barney's Version,30000000,8454301,0.28
The Brothers Bloom,20000000,5530764,0.28
Attack the Block,14350531,3964682,0.28
Romeo Is Bleeding,11500000,3275585,0.28
Barbarella,9000000,2500000,0.28
Showdown in Little Tokyo,8000000,2275557,0.28
Red State,4000000,1104682,0.28
The Virginity Hit,2000000,563706,0.28
Killing Zoe,1500000,418961,0.28
The Believer,1500000,416925,0.28
Legends of Oz: Dorothy's Return,70000000,18662027,0.27
Extreme Ops,40000000,10959475,0.27
White Squall,38000000,10300000,0.27
What Just Happened,25000000,6673422,0.27
Equilibrium,20000000,5359645,0.27
Prison,1300000,354704,0.27
Taxi to the Dark Side,1000000,274661,0.27
Mars Needs Moms,150000000,38992758,0.26
Hudson Hawk,65000000,17218080,0.26
Street Fighter: The Legend of Chun-Li,50000000,12764201,0.26
Mary Reilly,47000000,12379402,0.26
The Warrior's Way,42000000,11087569,0.26
Ishtar,55000000,14375181,0.26
The Astronaut's Wife,75000000,19598588,0.26
Белка и Стрелка. Звёздные собаки,25000000,6500000,0.26
Bandslam,20000000,5210988,0.26
Two Lovers,12000000,3148182,0.26
The Perez Family,11000000,2832826,0.26
Return to the Blue Lagoon,11000000,2807854,0.26
"War, Inc.",5000000,1296184,0.26
Blackhat,70000000,17752940,0.25
Deep Rising,45000000,11203026,0.25
Our Brand Is Crisis,28000000,7002261,0.25
十月圍城,23000000,5837674,0.25
The Fall of the Roman Empire,19000000,4750000,0.25
Limbo,8000000,1997807,0.25
Maurice Richard,8000000,2019009,0.25
Hobo with a Shotgun,3000000,748453,0.25
Session 9,1500000,373967,0.25
Timeline,80000000,19480739,0.24
Universal Soldier: The Return,45000000,10667893,0.24
The Express,40000000,9793496,0.24
The Midnight Meat Train,15000000,3533227,0.24
Glitter,22000000,5271666,0.24
A Home at the End of the World,6500000,1548955,0.24
Beyond the Mat,2053648,500000,0.24
Gods and Generals,56000000,12923936,0.23
Sheena,25000000,5778353,0.23
Dylan Dog: Dead of Night,20000000,4634062,0.23
The Messenger,6500000,1521261,0.23
The Canyons,250000,56825,0.23
The Postman,80000000,17626234,0.22
Jonah Hex,47000000,10539000,0.22
Alfie,60000000,13395939,0.22
Escobar: Paradise Lost,17000000,3758328,0.22
The Homesman,16000000,3442853,0.22
Heartbeeps,10000000,2154696,0.22
Mirrormask,4000000,866999,0.22
Turbulence,55000000,11466088,0.21
Mad City,50000000,10541523,0.21
The Scarlet Letter,50000000,10382407,0.21
Miracle at St. Anna,45000000,9323833,0.21
Big Trouble,40000000,8493890,0.21
Donnie Darko,6000000,1270522,0.21
Los cronocrímenes,2600000,553198,0.21
Jade,50000000,9851610,0.2
Kundun,28000000,5684789,0.2
I'm Not There.,20000000,4001121,0.2
The Frozen Ground,27220000,5496951,0.2
Find Me Guilty,13000000,2636637,0.2
The Molly Maguires,11000000,2200000,0.2
I Hope They Serve Beer in Hell,7000000,1429299,0.2
Subway,2000000,390659,0.2
Rubber,500000,98017,0.2
The Invasion,80000000,15071514,0.19
Soldier,75000000,14567883,0.19
Meet the Deedles,24000000,4562146,0.19
eXistenZ,15000000,2856712,0.19
The Neon Demon,7000000,1333124,0.19
Трудно быть богом,7000000,1310673,0.19
The Alamo,145000000,25819961,0.18
The Nutcracker: The Untold Story,90000000,16178959,0.18
Osmosis Jones,75000000,13596911,0.18
The Big Year,41000000,7448385,0.18
Switchback,37000000,6482195,0.18
The Good German,32000000,5914908,0.18
黃石的孩子,40000000,7400000,0.18
Things We Lost in the Fire,16000000,2849142,0.18
Jefferson in Paris,14000000,2474000,0.18
A Better Life,10000000,1759252,0.18
Losin' It,7000000,1246141,0.18
Les triplettes de Belleville,8000000,1477676,0.18
Sphere,75000000,13100000,0.17
Bullet to the Head,55000000,9489829,0.17
All the King's Men,55000000,9450897,0.17
Against the Ropes,39000000,6614280,0.17
Idle Hands,25000000,4152230,0.17
Awake,86000000,14373825,0.17
Atlas Shrugged Part III: Who is John Galt?,5000000,846704,0.17
Life During Wartime,4500000,744816,0.17
Supernova,90000000,14828081,0.16
Chill Factor,70000000,11263966,0.16
Tank Girl,25000000,4064495,0.16
The Legend of the Lone Ranger,18000000,2945600,0.16
Gun Shy,10000000,1631839,0.16
Redacted,5000000,782102,0.16
Roadside Romeo,7000000,1100000,0.16
Party Monster,5000000,742898,0.15
The Signal,4000000,600896,0.15
The Big Bounce,50000000,6808550,0.14
Virgin Territory,38000000,5410749,0.14
Fur: An Imaginary Portrait of Diane Arbus,16800000,2281089,0.14
The Vatican Tapes,13000000,1784763,0.14
Ondine,12000000,1644755,0.14
兔侠传奇,19000000,2570000,0.14
Coriolanus,7700000,1072602,0.14
Beastmaster 2: Through the Portal of Time,6000000,869325,0.14
七人の侍,2000000,271841,0.14
"First Love, Last Rites",300000,40542,0.14
The Great Raid,80000000,10166502,0.13
Gigli,54000000,7266209,0.13
Radio Flyer,35000000,4651977,0.13
Flipped,14000000,1755212,0.13
Oorlogswinter,4000000,530048,0.13
Super,2500000,324138,0.13
Town & Country,90000000,10372291,0.12
D-Tox,55000000,6416302,0.12
Waterloo,25000000,3052000,0.12
Roar,17000000,2000000,0.12
Undiscovered,9000000,1046166,0.12
My Name Is Bruce,1500000,173066,0.12
Inchon,46000000,5200000,0.11
Cats Don't Dance,32000000,3566637,0.11
Under the Rainbow,20000000,2297493,0.11
The Nutcracker,19000000,2119994,0.11
Steel,16000000,1686429,0.11
Down in the Valley,8000000,852872,0.11
Cutthroat Island,98000000,10017322,0.1
Love in the Time of Cholera,45000000,4607608,0.1
BloodRayne,25000000,2405420,0.1
Renaissance,18000000,1831348,0.1
The Funeral,12500000,1227324,0.1
The Iceman,20000000,1969193,0.1
The Wild Bunch,6244087,638641,0.1
Shooting Fish,3000000,302204,0.1
The Innkeepers,750000,78396,0.1
Blood Ties,25500000,2415472,0.09
Me and Orson Welles,25000000,2336172,0.09
Veronica Guerin,17000000,1569918,0.09
Infamous,13000000,1151330,0.09
Casino Jack,12500000,1083683,0.09
Princess Kaiulani,9000000,771499,0.09
Another Happy Day,4000000,355688,0.09
Heaven's Gate,44000000,3484331,0.08
Isn't She Great,36000000,3003296,0.08
Machine Gun Preacher,30000000,2527904,0.08
Marci X,20000000,1675706,0.08
Slow Burn,15500000,1237615,0.08
Freeheld,7000000,573335,0.08
Bottle Rocket,7000000,560069,0.08
The Mudge Boy,800000,62852,0.08
The Adventures of Pluto Nash,100000000,7103973,0.07
A Sound of Thunder,80000000,5989640,0.07
Monkeybone,75000000,5409517,0.07
Child 44,50000000,3324330,0.07
Things to Do in Denver When You're Dead,8000000,529766,0.07
Prefontaine,8000000,589304,0.07
アキラ,8000000,553171,0.07
The 5th Quarter,6000000,399611,0.07
Stolen,35000000,2106557,0.06
Jane Got a Gun,25000000,1397284,0.06
Enter the Void,13000000,754249,0.06
Swept Away,10000000,598645,0.06
Brooklyn Rules,8000000,458232,0.06
The Extra Man,7000000,453079,0.06
Six-String Samurai,2000000,124494,0.06
It's All Gone Pete Tong,2000000,120620,0.06
Shadow Conspiracy,45000000,2154540,0.05
The Beaver,21000000,970816,0.05
Carlos,18000000,871279,0.05
Manderlay,14200000,674918,0.05
Fido,8000000,426224,0.05
Hesher,7000000,382946,0.05
Maggie,4000000,187112,0.05
Stake Land,650000,33245,0.05
Salton Sea,18000000,676698,0.04
刺客聶隱娘,15000000,632542,0.04
The Awakening,4798235,209696,0.04
Los lunes al sol,4000000,146402,0.04
Sleep Dealer,2500000,107559,0.04
Without Limits,25000000,777423,0.03
In the Land of Blood and Honey,10000000,303877,0.03
Sphinx,14000000,439564,0.03
World's Greatest Dad,10000000,295750,0.03
Opal Dream,5000000,140666,0.03
Winter Passing,3500000,113783,0.03
Freakonomics,3000000,103735,0.03
Eye of the Dolphin,2500000,71904,0.03
Saint John of Las Vegas,3800000,111731,0.03
Return of the Living Dead 3,2000000,54207,0.03
"Pink Ribbons, Inc.",900000,25000,0.03
L!fe Happens,930000,30905,0.03
Ride with the Devil,38000000,635096,0.02
DOA: Dead or Alive,21000000,480314,0.02
The Thief and the Cobbler,28000000,669276,0.02
Rapa Nui,20000000,305070,0.02
The Tempest,20000000,346594,0.02
The Informers,18000000,382174,0.02
Southland Tales,17000000,374743,0.02
The Yellow Handkerchief,15000000,317000,0.02
10th & Wolf,8000000,143451,0.02
The Death and Life of Bobby Z,22000000,413454,0.02
Adore,16000000,318982,0.02
Idiocracy,30000000,495303,0.02
Pontypool,1500000,32000,0.02
Naturally Native,700000,10508,0.02
Metropolis,92620000,650422,0.01
Silent Trigger,15000000,76382,0.01
There Goes My Baby,10500000,123509,0.01
Aloft,8000000,53086,0.01
Ca$h,7000000,46488,0.01
The Boondock Saints,6000000,30471,0.01
"Surfer, Dude",6000000,69497,0.01
Deadfall,12000000,66351,0.01
Song One,6000000,32251,0.01
Trust,9500000,120000,0.01
Defendor,3500000,44462,0.01
Opposite Sex,3300000,45000,0.01
The Divide,3000000,22000,0.01
Stonewall,13500000,187674,0.01
Alone With Her,1000000,10018,0.01
Special,1000000,7202,0.01
Maniac,6000000,31081,0.01
The Lovers,27000000,0,0.0
The Wolfman,150000000,0,0.0
Son of the Mask,84000000,0,0.0
Volcano,90000000,0,0.0
RED 2,84000000,0,0.0
Mighty Joe Young,90000000,0,0.0
Little Nicky,85000000,0,0.0
Don Gato: El inicio de la pandilla,8000000,0,0.0
Inspector Gadget,75000000,0,0.0
Anna and the King,75000000,0,0.0
Mona Lisa Smile,65000000,0,0.0
Primary Colors,65000000,0,0.0
Proof of Life,65000000,0,0.0
Lucky Numbers,65000000,0,0.0
Blades of Glory,53000000,0,0.0
The Family Man,60000000,0,0.0
Michael Jackson's This Is It,60000000,0,0.0
Up Close & Personal,60000000,0,0.0
Mercury Rising,60000000,0,0.0
Edtv,80000000,0,0.0
In the Name of the King: A Dungeon Siege Tale,60000000,0,0.0
Beyond Borders,35000000,0,0.0
Holy Man,60000000,0,0.0
The Ridiculous 6,60000000,0,0.0
George of the Jungle,55000000,0,0.0
Bowfinger,55000000,0,0.0
Instinct,80000000,0,0.0
Imagine That,55000000,0,0.0
Un long dimanche de fiançailles,47000000,0,0.0
Bulletproof Monk,52000000,0,0.0
Christmas with the Kranks,60000000,0,0.0
The Peacemaker,50000000,0,0.0
For Love of the Game,50000000,0,0.0
Man of the House,40000000,0,0.0
Death to Smoochy,55000000,0,0.0
What Planet Are You From?,60000000,0,0.0
The River Wild,45000000,0,0.0
The Indian in the Cupboard,45000000,0,0.0
The Glimmer Man,45000000,0,0.0
Multiplicity,45000000,0,0.0
All the Pretty Horses,57000000,0,0.0
Foodfight!,65000000,73706,0.0
The Juror,44000000,0,0.0
28 Days,43000000,0,0.0
The Mirror Has Two Faces,42000000,0,0.0
Brüno,42000000,0,0.0
The Medallion,41000000,0,0.0
Medicine Man,40000000,0,0.0
Ri¢hie Ri¢h,40000000,0,0.0
Autumn in New York,65000000,0,0.0
Drillbit Taylor,40000000,0,0.0
Bless the Child,40000000,0,0.0
The Other Boleyn Girl,35000000,0,0.0
Kiss of Death,40000000,0,0.0
Impostor,40000000,0,0.0
Delgo,40000000,0,0.0
The Hudsucker Proxy,30000000,0,0.0
投名狀,40000000,0,0.0
Nomad,25000000,0,0.0
Un monstre à Paris,25000000,0,0.0
Dragon Nest: Warriors' Dawn,40000000,0,0.0
Heartbreakers,35000000,0,0.0
Joe Somebody,38000000,0,0.0
In & Out,35000000,0,0.0
The Nativity Story,35000000,0,0.0
Hoffa,35000000,0,0.0
Wonder Boys,35000000,0,0.0
Bait,30000000,0,0.0
Flight of the Intruder,35000000,0,0.0
Knock Off,33000000,0,0.0
Bound by Honor,35000000,0,0.0
Smilla's Sense of Snow,35000000,0,0.0
Lion of the Desert,35000000,0,0.0
I Dreamed of Africa,34000000,0,0.0
Playing for Keeps,35000000,0,0.0
The House of Magic,34000000,0,0.0
The Watcher,33000000,0,0.0
Pushing Tin,33000000,0,0.0
Snow Dogs,33000000,0,0.0
Bringing Out the Dead,32000000,0,0.0
Bogus,32000000,0,0.0
George and the Dragon,32000000,0,0.0
Like Mike,30000000,0,0.0
Letters to Juliet,30000000,0,0.0
What's the Worst That Could Happen?,45000000,0,0.0
Deliver Us from Evil,30000000,0,0.0
Splice,26000000,0,0.0
Wing Commander,30000000,0,0.0
Dragonball Evolution,100000000,0,0.0
The Last Stand,30000000,0,0.0
Chasing Liberty,23000000,12,0.0
Once Upon a Time in America,30000000,0,0.0
辛亥革命,30000000,108348,0.0
Wild Card,30000000,0,0.0
Goodbye Bafana,30000000,0,0.0
United Passions,27000000,0,0.0
Grace of Monaco,30000000,0,0.0
Савва. Сердце воина,30000000,0,0.0
Ripley's Game,30000000,0,0.0
The Borrowers,29000000,0,0.0
Divine Secrets of the Ya-Ya Sisterhood,27000000,0,0.0
Silverado,26000000,0,0.0
Blood and Wine,26000000,0,0.0
Snow White: A Tale of Terror,26000000,0,0.0
Accidental Love,26000000,0,0.0
Viy,26000000,0,0.0
Nothing to Lose,25000000,0,0.0
The Wild Thornberrys Movie,35000000,0,0.0
Half Past Dead,13000000,0,0.0
Unaccompanied Minors,26000000,0,0.0
The Ruins,8000000,0,0.0
Lifeforce,25000000,0,0.0
Say It Isn't So,25000000,0,0.0
The World's Fastest Indian,25000000,0,0.0
Where the Truth Lies,25000000,0,0.0
Ironclad,25000000,0,0.0
一個人的武林,25000000,0,0.0
Red Sky,25000000,0,0.0
Nurse Betty,24000000,0,0.0
"Girl, Interrupted",40000000,0,0.0
Beyond the Sea,23000000,0,0.0
Someone Like You...,23000000,0,0.0
The Adventurer: The Curse of the Midas Box,25000000,6399,0.0
Forsaken,11000000,0,0.0
Shadowlands,22000000,0,0.0
Josie and the Pussycats,22000000,0,0.0
I Heart Huckabees,22000000,0,0.0
Dudley Do-Right,70000000,0,0.0
Arlington Road,21500000,0,0.0
"South Park: Bigger, Longer & Uncut",21000000,0,0.0
Death at a Funeral,9000000,46,0.0
Tinker Tailor Soldier Spy,30000000,0,0.0
Holes,20000000,0,0.0
One Missed Call,20000000,0,0.0
Eye for an Eye,20000000,0,0.0
Vampires,20000000,0,0.0
Georgia Rule,20000000,0,0.0
The Country Bears,35000000,0,0.0
Envy,40000000,0,0.0
Three to Tango,20000000,0,0.0
We're No Angels,20000000,0,0.0
Everyone Says I Love You,20000000,0,0.0
Everybody's Fine,21000000,0,0.0
Willard,22000000,0,0.0
Birth,20000000,0,0.0
"Synecdoche, New York",21000000,0,0.0
My All American,20000000,0,0.0
Steamboy,20000000,0,0.0
People I Know,20000000,0,0.0
Butterfly on a Wheel,20000000,0,0.0
Zambezia,20000000,0,0.0
Hands of Stone,20000000,0,0.0
Survivor,20000000,0,0.0
The Painted Veil,19400000,0,0.0
Der Baader Meinhof Komplex,27000000,0,0.0
Fight Valley,27000000,0,0.0
Kansas City,18000000,0,0.0
Spy Hard,18000000,0,0.0
Young Sherlock Holmes,18000000,0,0.0
Life as a House,18000000,0,0.0
"I Love You, Beth Cooper",18000000,0,0.0
Youth in Revolt,18000000,0,0.0
Das weisse Band,15238800,0,0.0
I Come with the Rain,18000000,0,0.0
I Am Wrath,18000000,0,0.0
Wolves,18000000,0,0.0
Good Boy!,17000000,0,0.0
40 Days and 40 Nights,17000000,0,0.0
They,17000000,0,0.0
Shanghai Surprise,17000000,0,0.0
Chasseurs de dragons,15000000,0,0.0
My Girl,16500000,0,0.0
The Texas Chainsaw Massacre: The Beginning,16000000,0,0.0
Arn: Tempelriddaren,25000000,0,0.0
Radio Days,16000000,0,0.0
Remember Me,20000000,0,0.0
The Cookout,16000000,12,0.0
Hollywood Ending,16000000,0,0.0
Vamps,16000000,0,0.0
Zulu,16000000,0,0.0
Juwanna Mann,15600000,0,0.0
Wasabi,15300000,0,0.0
Slither,15500000,0,0.0
Little Women,18000000,0,0.0
The Hills Have Eyes II,15000000,0,0.0
Eye of the Beholder,15000000,0,0.0
De-Lovely,20000000,0,0.0
New York Stories,15000000,0,0.0
Brazil,15000000,0,0.0
You Will Meet a Tall Dark Stranger,22000000,0,0.0
The Clan of the Cave Bear,15000000,0,0.0
Buffalo Soldiers,15000000,0,0.0
Winnie Mandela,15000000,0,0.0
The Son of No One,15000000,0,0.0
All The Queen's Men,15000000,23000,0.0
The Good Night,15000000,20380,0.0
Autómata,7000000,0,0.0
Chiamatemi Francesco - Il Papa della gente,15000000,0,0.0
新宿事件,15000000,0,0.0
Freedom,14500000,0,0.0
My Boss's Daughter,14000000,0,0.0
A Walk on the Moon,14000000,0,0.0
剑雨,12000000,0,0.0
Margaret,14000000,46495,0.0
Clueless,12000000,0,0.0
The New Guy,13000000,0,0.0
This Christmas,13000000,0,0.0
Harriet the Spy,12000000,0,0.0
Two Can Play That Game,6000000,0,0.0
Birthday Girl,13000000,0,0.0
Womb,3100000,0,0.0
The Killer Inside Me,13000000,0,0.0
Beavis and Butt-Head Do America,12000000,0,0.0
The Postman Always Rings Twice,12000000,0,0.0
Sorority Boys,12000000,0,0.0
Cadillac Records,12000000,0,0.0
In the Cut,12000000,23,0.0
Ravenous,12000000,0,0.0
Charlie Bartlett,12000000,0,0.0
Married Life,12000000,0,0.0
Duma,12000000,0,0.0
Welcome to Collinwood,1200000,0,0.0
The Life Before Her Eyes,8000000,0,0.0
Trade,12000000,0,0.0
Breakfast of Champions,12000000,0,0.0
Cypher,7500000,0,0.0
5 Days of War,20000000,17479,0.0
Triangle,12000000,0,0.0
10 Days in a Madhouse,1200000,0,0.0
The Cry of the Owl,11500000,0,0.0
Drive Hard,12000000,0,0.0
Army of Darkness,11000000,0,0.0
Vera Drake,11000000,0,0.0
Copying Beethoven,11000000,0,0.0
LOL,11000000,0,0.0
September Dawn,11000000,0,0.0
La Famille Bélier,11000000,0,0.0
Misconduct,11000000,0,0.0
The Banger Sisters,10000000,0,0.0
A Prairie Home Companion,10000000,0,0.0
One Direction: This Is Us,10000000,0,0.0
"The Goods: Live Hard, Sell Hard",10000000,0,0.0
Love Jones,10000000,0,0.0
Get Over It,10000000,0,0.0
Over Her Dead Body,10000000,0,0.0
Teacher's Pet,10000000,0,0.0
The Straight Story,10000000,0,0.0
Bucky Larson: Born to Be a Star,10000000,0,0.0
Cecil B. Demented,10000000,0,0.0
The Brown Bunny,10000000,0,0.0
Imaginary Heroes,10000000,0,0.0
Edmond,10000000,0,0.0
Cinco de Mayo: La Batalla,10000000,0,0.0
Elsa & Fred,10000000,0,0.0
"An Alan Smithee Film: Burn, Hollywood, Burn",10000000,45779,0.0
The Good Guy,3200000,0,0.0
Strangerland,10000000,17472,0.0
Janky Promoters,10000000,9069,0.0
Blonde Ambition,10000000,0,0.0
The Oxford Murders,14100000,0,0.0
Beat the World,10000000,0,0.0
Adam Resurrected,10000000,0,0.0
The Devil's Tomb,10000000,0,0.0
"좋은 놈, 나쁜 놈, 이상한 놈",10000000,0,0.0
Gunless,10000000,0,0.0
American Heist,10000000,0,0.0
Re-Kill,9500000,0,0.0
Heavy Metal,9300000,0,0.0
Gentlemen Broncos,10000000,0,0.0
Into the Grizzly Maze,10000000,0,0.0
Detention,10000000,0,0.0
Down to You,9000000,0,0.0
The Contender,9000000,0,0.0
Henry V,9000000,0,0.0
The Ice Pirates,9000000,0,0.0
Trust the Man,9000000,0,0.0
Due occhi diabolici,9000000,0,0.0
All or Nothing,9000000,0,0.0
Flammen & Citronen,6500000,0,0.0
Veronika Decides to Die,9000000,0,0.0
The I Inside,8800000,0,0.0
Beneath Hill 60,7347125,0,0.0
Skin Trade,9000000,0,0.0
실미도,8000000,0,0.0
Kurtlar vadisi - Irak,10000000,0,0.0
Much Ado About Nothing,8000000,0,0.0
The Pallbearer,8000000,0,0.0
Woman on Top,8000000,0,0.0
8 femmes,8000000,0,0.0
Made in Dagenham,7200000,0,0.0
Pathology,8000000,0,0.0
Mr. Church,8000000,0,0.0
Code of Honor,8000000,0,0.0
Loin des hommes,7700000,0,0.0
The Hotel New Hampshire,7500000,0,0.0
Code 46,7500000,0,0.0
Outside Bet,7500000,0,0.0
Black November,12500000,0,0.0
Persepolis,7300000,0,0.0
Pound of Flesh,7500000,0,0.0
My Dog Skip,7000000,0,0.0
Get Low,7500000,0,0.0
Warlock,7000000,0,0.0
A Single Man,7000000,0,0.0
Bride & Prejudice,7000000,0,0.0
Redbelt,7000000,0,0.0
Cyrus,7000000,0,0.0
Factory Girl,7000000,0,0.0
The Mighty Macs,7000000,0,0.0
Mother and Child,7000000,0,0.0
Somewhere,8000000,0,0.0
Gerry,3500000,0,0.0
The Heart of Me,7000000,0,0.0
Twixt,7000000,0,0.0
Criminal Activities,7000000,0,0.0
